PRINC_DIAG_CODE,Count,ICD-9,icd9cm_mult
K282,28.0,53420,['53420']
H902,28.0,38900,['38900']
C8171,28.0,20121,['20101' '20111' '20121']
A155,28.0,01230,['01130' '01220' '01230']
Q062,28.0,74251,['74251']
J84848,28.0,51669,['51669']
J684,28.0,5064,['5064']
S06898A,28.0,85405,['85405']
R7612,28.0,79552,['79552']
E064,28.0,2454,['2454']
Q6101,28.0,75311,['75311']
S0192XA,28.0,8739,['8739']
T43214A,28.0,E9803,['96902' 'E9803']
A5215,28.0,3574,['09484' '09485' '09486' '09489' '3574']
C4481,28.0,17381,['17381']
C44399,28.0,17339,['17339']
M2761,28.0,52571,['52571']
B589,28.0,1309,['1309']
S93419A,28.0,84502,['84502']
Z803,28.0,V163,['V163']
D89811,28.0,27952,['27952']
T2142XA,28.0,94203,['94203']
A568,28.0,09959,['09959']
N979,27.0,6289,['6289']
C6200,27.0,1860,['1860']
P158,27.0,7678,['7678']
I7381,27.0,44382,['44382']
Z86010,27.0,V1272,['V1272']
F4522,27.0,3007,['3007']
E1342,27.0,3572,['24960' '25060' '3572']
P2819,27.0,7705,['7705']
M778,27.0,7268,['7268']
Z139,27.0,V829,['V829']
D89812,27.0,27953,['27953']
G8100,27.0,34200,['34200']
A060,27.0,0060,['0060']
P031,27.0,7631,['7631']
M8620,27.0,73000,['73000']
I77819,27.0,44770,['44770']
I454,27.0,42650,['42650']
M2769,27.0,52579,['52579']
C002,27.0,1409,['1409']
E83110,27.0,27501,['27501']
T2147XA,27.0,94205,['94205']
D013,27.0,2306,['2305' '2306']
R87610,27.0,79501,['79501']
Q9381,27.0,75832,['75832']
D3A026,27.0,20957,['20957']
Q458,27.0,7518,['7518']
E220,27.0,2530,['2530']
Z6841,27.0,V8541,['V8541']
Z1509,27.0,V8409,['V8409']
Q386,27.0,75026,['75026']
L559,26.0,69271,['69271']
P021,26.0,7621,['7621']
A3791,26.0,4843,['0339' '4843']
P028,26.0,7628,['7628']
R3919,26.0,78869,['78869']
C7A091,26.0,20922,['20922']
T300,26.0,9490,['9490']
M19039,26.0,71513,['71513']
N39490,26.0,78838,['78838']
S2220XB,26.0,8073,['8073']
J64,26.0,505,['505']
I718,26.0,4415,['4415']
G549,26.0,3539,['3539']
R234,26.0,7828,['7828']
N35111,26.0,59800,['59800']
O26823,26.0,64643,['64641' '64642' '64643']
Z00110,26.0,V2031,['V2031']
R6811,26.0,78092,['78092']
L440,26.0,6968,['6964' '6968']
E7141,26.0,27781,['27781']
M8530,26.0,7335,['7335']
B429,26.0,1171,['1171']
P618,26.0,7768,['7768']
N909,26.0,6249,['6249']
M2518,26.0,71988,['71988']
H05239,26.0,37632,['37632']
D176,26.0,2144,['2144']
S31109S,26.0,9060,['9060']
E040,26.0,2400,['2400']
Z8673,25.0,V1254,['V1254']
D0439,25.0,2323,['2323']
J370,25.0,4760,['4760']
O360990,25.0,65610,['65610']
Z22330,25.0,V0251,['V0251']
H70209,25.0,38320,['38320']
A5449,25.0,09852,['09851' '09852']
C754,25.0,1945,['1945']
G803,25.0,33371,['33371']
B078,25.0,07819,['07819']
R638,25.0,7839,['7839']
A7749,25.0,08249,['08249']
F441,25.0,30013,['30013']
L708,25.0,7061,['7061']
C4492,25.0,17392,['17392']
R390,25.0,7888,['7888']
T2056XA,25.0,94117,['94117']
K045,25.0,5226,['5226']
D800,25.0,27904,['27904']
C9302,25.0,20602,['20602']
Z951,25.0,V4581,['V4581']
M2540,25.0,71900,['71900']
O88813,25.0,67383,['67381' '67382' '67383']
O30039,25.0,V9102,['65100' 'V9102']
S23421A,25.0,84842,['84842']
C4482,25.0,17382,['17382']
Z111,25.0,V741,['V741']
C112,25.0,1472,['1472']
F8089,25.0,31539,['31539']
T79A3XA,25.0,95893,['95893']
L240,25.0,6920,['6920']
A64,25.0,0999,['0999']
N490,24.0,6080,['6080']
C759,24.0,1949,['1949']
N500,24.0,6083,['6083']
A501,24.0,0901,['0901']
M1288,24.0,71688,['71648' '71688']
A0229,24.0,00329,['00329']
S14137A,24.0,95207,['95207']
C638,24.0,1878,['1878']
C8197,24.0,20197,['20197']
P0515,24.0,76415,['76415']
F654,24.0,3022,['3022']
C8376,24.0,20026,['20026']
G5640,24.0,3544,['3544']
B0232,24.0,05322,['05322']
A000,24.0,0010,['0010']
O09529,24.0,V2382,['65960' 'V2382']
R971,24.0,79582,['79582']
C44309,24.0,17330,['17330']
A488,24.0,04089,['0401' '04089']
M790,24.0,7290,['7290']
O9833,24.0,64724,['64722' '64724']
M2548,24.0,71908,['71908']
S25309A,24.0,9013,['9013']
D337,24.0,2258,['2258']
P548,24.0,7728,['7728']
C8372,24.0,20022,['20022']
T7501XA,24.0,9940,['9940']
E7219,24.0,2704,['2704']
F659,23.0,3029,['3029']
E1359,23.0,25070,['24970' '25070']
H3500,23.0,36210,['36210']
T672XXA,23.0,9922,['9922']
D0149,23.0,2307,['2307']
C8442,23.0,20272,['20272']
L130,23.0,6940,['6940']
N842,23.0,6237,['6237']
P60,23.0,7762,['7762']
O037,23.0,63462,['63460' '63462']
Z00129,23.0,V202,['V202']
J8483,23.0,51663,['51663']
O8882,23.0,67382,['67381' '67382']
S14134A,23.0,95202,['95202']
C4401,23.0,17301,['17301']
D72810,23.0,28851,['28851']
C8123,23.0,20163,['20163']
N429,23.0,6029,['6029']
A289,23.0,0279,['0279']
B551,22.0,0854,['0851' '0852' '0853' '0854']
M1030,22.0,27410,['27410']
Q998,22.0,75889,['75881' '75889']
A309,22.0,0309,['0309']
O30023,22.0,67813,['67811' '67813']
I012,22.0,3912,['3912']
F948,22.0,3139,['30929' '3139']
Z7689,22.0,V658,['V6549' 'V658']
R7981,22.0,79091,['79091']
Q5522,22.0,75252,['75252']
G8112,22.0,34211,['34211']
O354XX0,22.0,65543,['65541' '65543']
Q680,22.0,7541,['7541']
G4485,22.0,33985,['33985']
T8851XA,22.0,99589,['99589']
M2500,22.0,71910,['71910']
A920,22.0,0663,['0654' '0663']
N923,22.0,6265,['6265']
M8629,22.0,73009,['73009']
B530,22.0,0843,['0843']
S144XXA,22.0,9570,['9570']
H53149,22.0,36813,['36813']
S0263XA,22.0,80223,['80223']
H35129,22.0,36223,['36223']
A5009,22.0,0900,['0900']
A1811,22.0,01620,['01600' '01620']
Q9388,22.0,75833,['75833']
T2047XA,22.0,94108,['94108']
H5010,22.0,37810,['37810']
C460,22.0,1760,['1760']
P2881,21.0,77087,['77087']
K114,21.0,5274,['5274']
F606,21.0,30182,['30182']
F0789,21.0,31089,['31089']
B850,21.0,1320,['1320']
C8475,21.0,20065,['20065']
E561,21.0,2690,['2690']
F8081,21.0,31535,['31535']
E349,21.0,2599,['2599']
O1420,21.0,64250,['64250']
F303,21.0,29605,['29605']
B0081,21.0,05471,['05471']
C8355,21.0,20015,['20015']
N901,21.0,62402,['62402']
R369,21.0,7887,['7887']
Z046,21.0,V701,['V701']
B6799,21.0,1229,['1229']
N922,21.0,6263,['6263']
Z391,21.0,V241,['V241']
D720,21.0,2882,['2882']
C6310,21.0,1876,['1876']
G0402,21.0,32352,['32351' '32352']
Q8509,21.0,23779,['23779']
D369,21.0,2299,['2299']
J682,21.0,5062,['5062']
F981,21.0,3077,['3077']
D3A025,21.0,20956,['20956']
D68312,21.0,28653,['28653']
P53,21.0,7760,['7760']
K4100,21.0,55202,['55202']
M530,21.0,7232,['7232']
L570,21.0,7020,['7020']
Q165,21.0,74405,['74405']
G4753,20.0,32743,['32743']
H8093,20.0,3879,['3879']
M964,20.0,73722,['73721' '73722']
C4A59,20.0,20935,['20935']
S3282XB,20.0,80854,['80854']
O30203,20.0,V9120,['65121' '65123' 'V9120']
Q692,20.0,75502,['75502']
M84421D,20.0,V5421,['V5421']
D3A029,20.0,20950,['20950']
Z0441,20.0,V715,['V715']
D890,20.0,2730,['2730']
D72821,20.0,28863,['28863']
L981,20.0,6984,['6984']
Q640,20.0,75262,['75262']
K272,20.0,53320,['53320']
S25509A,20.0,90181,['90181']
Q5569,20.0,75269,['75269']
D581,20.0,2821,['2821']
P2480,20.0,77017,['77017']
Z392,20.0,V242,['V242']
F950,20.0,30721,['30721']
C7640,20.0,1954,['1954']
A1884,20.0,4258,['01790' '4200' '4220' '42491' '4258']
E54,20.0,267,['267']
G0439,20.0,32361,['32361']
P034,20.0,7634,['7634']
O8812,20.0,67312,['67311' '67312']
R87820,20.0,79509,['79509']
P03811,20.0,76382,['76382']
G4482,20.0,33982,['33982']
M2673,20.0,52473,['52473']
O742,20.0,66812,['66811' '66812']
B471,20.0,0399,['0399']
A833,19.0,0623,['0623']
H5943,19.0,37963,['37963']
R3915,19.0,78863,['78863']
B879,19.0,1340,['1340']
B300,19.0,0771,['0771']
T378X1A,19.0,E857,['9619' 'E857']
R151,19.0,78762,['78762']
K083,19.0,5253,['5253']
R10826,19.0,78966,['78966']
F528,19.0,30279,['30272' '30279']
G4751,19.0,32741,['32741']
T43024A,19.0,E9803,['96904' 'E9803']
B394,19.0,11500,['11500']
C8122,19.0,20162,['20162']
Z9181,19.0,V1588,['V1588']
Q334,19.0,74861,['74861']
H3323,19.0,3612,['3612']
C081,19.0,1422,['1422']
I515,19.0,4291,['4291']
B081,19.0,0780,['0780']
E329,19.0,2549,['2549']
D802,19.0,27901,['27901']
Z4800,19.0,V5830,['V5830']
A510,19.0,0910,['0910']
T8529XA,19.0,99653,['99653']
S08811A,19.0,87329,['87329']
P0389,19.0,76389,['76389']
O632,19.0,66231,['66231']
L659,19.0,70400,['70400']
M959,19.0,7389,['7389']
P013,19.0,7613,['7613']
M4810,19.0,7216,['7216']
F482,19.0,31081,['31081']
F82,18.0,3154,['3154']
A55,18.0,0991,['0991']
A58,18.0,0992,['0992']
C8125,18.0,20165,['20165']
O741,18.0,66802,['66801' '66802']
B528,18.0,0849,['0849']
B941,18.0,1390,['1390']
Q789,18.0,75650,['75650']
B479,18.0,0394,['0394']
T1512XA,18.0,E914,['9301' 'E914']
M2030,18.0,7351,['7351']
N430,18.0,6030,['6030']
D47Z1,18.0,23877,['23877']
O9862,18.0,64741,['64741']
I512,18.0,4296,['4296']
H5442,18.0,36969,['36963' '36966' '36969']
P023,18.0,7623,['7623']
Q107,18.0,74369,['74366' '74369']
J842,18.0,51635,['51635']
B375,18.0,11283,['11283']
T287XXA,18.0,9473,['9473']
M4040,18.0,73720,['73720']
C7A093,18.0,20924,['20924']
G245,18.0,33381,['33381']
Z800,18.0,V160,['V160']
C8124,18.0,20164,['20164']
K146,18.0,5296,['5296']
P001,18.0,7601,['7601']
G4761,18.0,32751,['32751']
P012,18.0,7612,['7612']
S11019A,17.0,87401,['87401']
F607,17.0,3016,['3016']
E0781,17.0,79094,['79094']
B0051,17.0,05444,['05444']
Z201,17.0,V011,['V011']
C9501,17.0,20801,['20801']
H1013,17.0,37205,['37205']
J709,17.0,5089,['5089']
E215,17.0,2529,['2529']
L818,17.0,70909,['70909']
A562,17.0,09955,['09955']
J677,17.0,4957,['4957']
A230,17.0,0230,['0230']
P544,17.0,7725,['7725']
S31502A,17.0,8788,['8788']
Q5211,17.0,75246,['75246']
S064X5A,17.0,85244,['85244']
O355XX0,17.0,65553,['65551' '65553']
R10823,17.0,78963,['78963']
R10821,17.0,78961,['78961']
G4750,17.0,32740,['32740']
O0281,17.0,6310,['6310']
H4600,17.0,37731,['37731']
A7489,17.0,07888,['07888']
Z148,17.0,V8389,['V8389']
S06384A,17.0,85163,['85143' '85163']
T2049XA,17.0,94109,['94109']
B302,17.0,0772,['0772']
C9232,17.0,20532,['20532']
M6790,17.0,7279,['7279']
D107,17.0,2108,['2108']
Q178,17.0,74429,['74421' '74429']
M852,17.0,7333,['7333']
T628X4A,17.0,E9809,['9888' 'E9809']
A522,17.0,0943,['0943']
C9012,17.0,20312,['20312']
A598,17.0,1318,['1318']
K048,17.0,5228,['5228']
T8061XA,17.0,99951,['99951']
L081,17.0,0390,['0390']
M9380,16.0,7328,['7328']
I69990,16.0,43881,['43881']
I020,16.0,3920,['3920']
O09899,16.0,V2389,['V2389']
E2839,16.0,25639,['25639']
M6020,16.0,72882,['72882']
P749,16.0,7759,['7759']
C8297,16.0,20207,['20207']
B779,16.0,1270,['1270']
R6881,16.0,78094,['78094']
H53489,16.0,36845,['36845']
B582,16.0,1300,['1300']
G44059,16.0,33905,['33905']
O0383,16.0,63442,['63440' '63442']
H7490,16.0,3859,['3859']
C052,16.0,1454,['1454']
G375,16.0,3411,['3411']
A009,16.0,0019,['0019']
Z713,16.0,V653,['V653']
B600,16.0,08882,['08882']
P113,16.0,7675,['7675']
S35339A,16.0,90231,['90231']
C91Z2,16.0,20482,['20482']
C9502,16.0,20802,['20802']
O083,16.0,6395,['6395']
K4120,16.0,55302,['55302']
N8181,16.0,61805,['61805']
B308,16.0,0778,['0778']
K007,16.0,5207,['5207']
Q6581,16.0,75561,['75561']
A184,16.0,01710,['01700' '01710']
P030,16.0,7630,['7630']
T320,16.0,94800,['94800']
H7103,16.0,38531,['38531']
R4589,16.0,79929,['79929']
Z880,16.0,V140,['V140']
S25409A,16.0,90142,['90140' '90141' '90142']
Z944,16.0,V427,['V427']
C4491,16.0,17391,['17391']
I32,16.0,4200,['4200']
I2584,16.0,4144,['4144']
D7381,16.0,28953,['28953']
F908,16.0,3142,['31401' '3142']
O357XX0,16.0,67914,['67910' '67911' '67912' '67913' '67914']
L718,15.0,6953,['6953']
C008,15.0,1408,['1408']
M1280,15.0,71680,['71640' '71680']
P830,15.0,7781,['7781']
H5319,15.0,36815,['36815']
H47619,15.0,37775,['37775']
B977,15.0,0794,['0794']
N219,15.0,5949,['5949']
Q269,15.0,74740,['74740']
N2881,15.0,5931,['5931']
K0532,15.0,52342,['52342']
D105,15.0,2106,['2106']
O8833,15.0,67334,['67332' '67334']
E291,15.0,2572,['2572']
H18899,15.0,37189,['37189']
Q000,15.0,7400,['7400']
C9422,15.0,20722,['20722']
Z9049,15.0,V4572,['V4572']
Q848,15.0,7578,['7578']
C9301,15.0,20601,['20601']
A681,15.0,0871,['0871']
I899,15.0,4579,['4579']
Z6843,15.0,V8543,['V8543']
Z940,15.0,V420,['V420']
J84841,15.0,51661,['51661']
K0381,15.0,52181,['52181']
F604,15.0,30159,['30150' '30159']
L503,15.0,7083,['7083']
O0381,15.0,63452,['63450' '63452']
P839,15.0,7789,['7789']
T679XXA,15.0,9929,['9929']
O09521,15.0,V2382,['65961' '65963' 'V2382']
M2659,15.0,52459,['52459']
R491,15.0,78441,['78441']
T795XXA,15.0,9585,['9585']
D3A022,15.0,20953,['20953']
Q894,15.0,7594,['7594']
E288,15.0,2568,['2568']
Q765,15.0,7562,['7562']
K0826,15.0,52526,['52526']
Q782,15.0,75652,['75652']
P578,15.0,7747,['7747']
Z952,14.0,V433,['V433']
O0739,14.0,6387,['6387']
R093,14.0,7864,['7864']
B161,14.0,07031,['07031']
S064X4A,14.0,85243,['85243']
D267,14.0,2198,['2198']
N181,14.0,5851,['5851']
Q189,14.0,7449,['7449']
Q748,14.0,7558,['7558']
P912,14.0,7797,['7797']
B572,14.0,0860,['0860']
B0082,14.0,05474,['05474']
P080,14.0,7660,['7660']
N343,14.0,59781,['59781']
S336XXA,14.0,8461,['8461']
E098,14.0,24990,['24990']
Q100,14.0,74361,['74361']
Z387,14.0,V372,['V341' 'V342' 'V351' 'V352' 'V361' 'V362' 'V371' 'V372']
H5501,14.0,37951,['37951']
R4587,14.0,79923,['79923']
G528,14.0,3524,['3524']
B0821,14.0,05811,['05811']
A7741,14.0,08241,['08241']
K027,14.0,52108,['52108']
B3784,14.0,11282,['11282']
K041,14.0,5221,['5221']
Z6842,14.0,V8542,['V8542']
Z764,14.0,V650,['V650']
T2600XA,14.0,9401,['9401']
E700,14.0,2701,['2701']
H53419,14.0,36841,['36841']
E7412,14.0,2712,['2712']
A179,14.0,01790,['01790']
R81,14.0,7915,['7915']
M955,14.0,7386,['7386']
B953,14.0,04109,['04109']
Z8041,14.0,V1641,['V1641']
A259,14.0,0269,['0269']
Q514,14.0,75233,['75233']
A055,14.0,00581,['00581']
O318X30,14.0,65183,['65181' '65183']
B830,14.0,1280,['1280']
Z641,14.0,V615,['V615']
C639,14.0,1879,['1879']
M1460,14.0,7135,['7135']
S7410XA,14.0,9561,['9561']
A011,14.0,0021,['0021']
D681,14.0,2862,['2862']
A2781,14.0,10081,['10081']
K4191,13.0,55301,['55301']
G543,13.0,3533,['3533']
G43609,13.0,34660,['34660']
D805,13.0,27905,['27905']
A251,13.0,0261,['0261']
M438X9,13.0,7379,['7249' '73740' '7378' '7379']
N3644,13.0,59655,['59655']
S24134A,13.0,95217,['95217']
F642,13.0,3026,['3026']
G43831,13.0,34643,['34643']
K091,13.0,5261,['5261']
C44201,13.0,17320,['17320']
M2763,13.0,52573,['52573']
Z01811,13.0,V7282,['V7282']
T518X4A,13.0,E9809,['9808' 'E9809']
E0951,13.0,44381,['24970' '44381']
M9904,13.0,7394,['7394']
H31309,13.0,36361,['36361']
O8813,13.0,67314,['67312' '67314']
C4490,13.0,17390,['17390']
O9823,13.0,64714,['64712' '64714']
N035,13.0,5822,['5822']
H73019,13.0,38401,['38401']
O9813,13.0,64704,['64702' '64704']
Z639,13.0,V619,['V619']
S98922A,13.0,8960,['8960']
S11024A,13.0,87412,['87412']
N3944,13.0,78836,['78836']
O99419,13.0,67400,['67400']
M839,13.0,2682,['2682']
K1329,13.0,52879,['52879']
Q111,13.0,74300,['74300']
I69944,13.0,43842,['43842']
D304,13.0,22381,['22381']
B967,13.0,04183,['04183']
R4583,13.0,78095,['78095']
Z20820,12.0,V0171,['V0171']
G7112,12.0,35922,['35922']
H9123,12.0,3882,['3882']
A422,12.0,0393,['0393']
Q133,12.0,74343,['74343']
G990,12.0,3371,['3371']
B769,12.0,1269,['1269']
D104,12.0,2105,['2105']
F481,12.0,3006,['3006']
R7982,12.0,79095,['79095']
Q112,12.0,74310,['74306' '74310']
M531,12.0,7233,['7233']
K0511,12.0,52311,['52311']
M6159,12.0,72819,['72819']
S1090XA,12.0,9108,['9108']
R636,12.0,78322,['78322']
S04899A,12.0,9518,['9517' '9518']
R824,12.0,7916,['7916']
A70,12.0,0739,['0739']
R932,12.0,7933,['7933']
L552,12.0,69277,['69277']
M1380,12.0,71620,['71620']
I77811,12.0,44772,['44772']
A5903,12.0,13102,['13102']
A0831,12.0,00865,['00865']
E8350,12.0,27540,['27540']
G4701,12.0,32701,['32700' '32701']
H6613,12.0,3821,['3821']
K7681,12.0,5735,['5735']
T2057XA,12.0,94118,['94118']
I69934,12.0,43832,['43832']
I781,12.0,4481,['4481']
N643,12.0,6116,['6116']
C006,12.0,1406,['1406']
Q529,12.0,7529,['75240' '7529']
O24319,12.0,64800,['64800']
G43839,12.0,34641,['34641']
M1250,12.0,71610,['71610']
K4010,12.0,55002,['55002']
S35319A,12.0,90233,['90233']
T199XXA,12.0,E915,['9399' 'E915']
T44994A,12.0,E9804,['9719' 'E9804']
E569,12.0,2692,['2692']
P035,12.0,7636,['7636']
T732XXA,12.0,E9043,['9944' 'E9043']
L821,12.0,70219,['70219']
T8112XA,12.0,99802,['99802']
H2013,12.0,36410,['36410']
C8385,12.0,20085,['20055' '20085']
F73,12.0,3182,['3182']
Z85038,12.0,V1005,['V1005']
K040,12.0,5220,['5220']
M357,12.0,7285,['7285']
A1789,11.0,01380,['01380']
E308,11.0,2591,['2591']
B470,11.0,1174,['1174']
Q999,11.0,7589,['7589']
Z992,11.0,V4511,['V4511']
B748,11.0,1256,['1256']
D356,11.0,2276,['2276']
N904,11.0,62409,['62409']
T193XXA,11.0,E915,['9391' 'E915']
M1259,11.0,71619,['71619']
H44519,11.0,36042,['36042']
H35119,11.0,36222,['36222']
A819,11.0,0469,['0469']
L853,11.0,7068,['7068']
H463,11.0,37734,['37734']
D400,11.0,2365,['2365']
I863,11.0,4566,['4566']
Z372,11.0,V272,['V272']
N032,11.0,5820,['5820']
L282,11.0,6982,['6982']
C9032,11.0,20382,['20382']
E798,11.0,2772,['2772']
I43,11.0,4258,['4258']
Z30432,11.0,V2512,['V2512']
O9803,11.0,64734,['64732' '64734']
O089,11.0,6399,['6399']
A778,11.0,0828,['0828']
C9482,11.0,20782,['20782']
G830,11.0,3442,['3442']
T1582XA,11.0,E914,['9302' '9308' 'E914']
H04129,11.0,37515,['37515']
R7301,11.0,79021,['79021']
L210,11.0,69011,['69011']
H0530,11.0,37640,['37640']
Z3201,11.0,V7242,['V7242']
M9903,11.0,7393,['7393']
R946,11.0,7945,['7945']
L131,11.0,6941,['6941']
C6990,11.0,1909,['1909']
R948,11.0,7949,['7947' '7949']
J670,11.0,4950,['4950']
E786,11.0,2725,['2725']
L42,11.0,6963,['6963']
G737,11.0,3595,['3595']
E319,11.0,2589,['2589']
Q684,11.0,75443,['75443']
I019,10.0,3919,['3919']
G992,10.0,3363,['3363']
O418X90,10.0,65880,['65880']
N3942,10.0,78834,['78834']
K08409,10.0,52550,['52510' '52550']
H179,10.0,37100,['37100']
R700,10.0,7901,['7901']
Q170,10.0,7441,['7441']
E3123,10.0,25803,['25803']
K6282,10.0,56944,['56944']
C8149,10.0,20140,['20140']
T80910A,10.0,99984,['99984']
S145XXA,10.0,9540,['9540']
P199,10.0,7684,['7684']
Q184,10.0,74483,['74483']
Q182,10.0,74449,['74443' '74449']
B2689,10.0,07279,['07279']
D565,10.0,28247,['28247']
C8116,10.0,20156,['20156']
L121,10.0,69461,['69460' '69461']
C7A023,10.0,20914,['20914']
A1812,10.0,01610,['01610']
T387X4A,10.0,E9804,['9621' 'E9804']
R710,10.0,79001,['79001']
I25812,10.0,41407,['41407']
R1113,10.0,56987,['56987']
Q749,10.0,7559,['75550' '7559']
H6623,10.0,3822,['3822']
G43821,10.0,34642,['34642']
R978,10.0,79589,['79589']
F652,10.0,3024,['3024']
P052,10.0,76420,['76420']
M8938,10.0,73811,['73399' '73811']
M4000,10.0,73710,['7370' '73710']
S1112XA,10.0,8743,['8743']
P049,10.0,76079,['76070' '76079']
T2240XA,10.0,94300,['94300']
K0501,10.0,52301,['52301']
P024,10.0,7624,['7624']
A3989,10.0,03689,['03689']
R361,10.0,60882,['60882']
Z1159,10.0,V7389,['V730' 'V732' 'V733' 'V734' 'V735' 'V7389']
A249,10.0,025,['025']
F843,10.0,29910,['29910']
G44049,10.0,33904,['33904']
Z371,10.0,V271,['V271']
C4489,10.0,17389,['17389']
Z9189,10.0,V1589,['V1589']
P789,10.0,7779,['7779']
P033,10.0,7633,['7633']
Z950,10.0,V4501,['V4501']
D808,10.0,27919,['27919']
A0689,10.0,0068,['0068']
T79A9XA,10.0,95899,['95899']
A5214,10.0,09481,['09481']
J3481,10.0,47811,['47811']
Z86718,10.0,V1251,['V1251']
A0223,10.0,00323,['00323']
C8138,10.0,20178,['20178']
C461,10.0,1761,['1761']
Z96619,10.0,V4361,['V4361']
O0940,10.0,V233,['V233']
C8356,10.0,20016,['20016']
T676XXA,10.0,9926,['9926']
R4586,10.0,79924,['79924']
A515,10.0,0929,['0920' '0929']
Z941,9.0,V421,['V421']
A391,9.0,0363,['0363']
Z931,9.0,V441,['V441']
N86,9.0,6220,['6220']
C8447,9.0,20277,['20277']
T753XXA,9.0,E903,['9946' 'E903']
R192,9.0,7874,['7874']
Q860,9.0,76071,['76071']
C7A024,9.0,20915,['20915']
B659,9.0,1209,['1209']
C8131,9.0,20171,['20171']
D72818,9.0,28859,['28859']
N341,9.0,59780,['09940' '59780']
Z882,9.0,V142,['V142']
E568,9.0,2691,['2691']
H35379,9.0,36256,['36256']
Z1889,9.0,V9089,['V9089']
E5112,9.0,2650,['2650']
G8322,9.0,34441,['34441']
H34219,9.0,36233,['36233']
D102,9.0,2103,['2103']
R620,9.0,78342,['78342']
M669,9.0,72760,['72760']
Z638,9.0,V618,['V6109' 'V618']
O9102,9.0,67504,['67502' '67504']
L7211,9.0,70441,['70441']
B170,9.0,07052,['07052']
H16209,9.0,37040,['37040']
Q934,9.0,75831,['75831']
M9902,9.0,7392,['7392']
O0332,9.0,63431,['63431']
D099,9.0,2349,['2349']
R152,9.0,78763,['78763']
M2630,9.0,52430,['52430']
B5801,9.0,1302,['1302']
R231,9.0,78261,['78261']
E729,9.0,2709,['2709']
S24132A,9.0,95212,['95212']
A849,9.0,0639,['0639']
M1258,9.0,71618,['71618']
A5202,9.0,0931,['0931']
H40059,9.0,36504,['36504']
M8448XS,9.0,9055,['9055']
A5145,9.0,09162,['09162']
S82822A,9.0,82341,['82341']
H57059,9.0,37946,['37946']
Z0283,9.0,V704,['V704']
D470,9.0,2385,['2385']
J668,9.0,504,['504']
N96,9.0,62981,['62981']
O9220,9.0,67634,['67632' '67634']
A690,9.0,5281,['101' '5281']
B0112,9.0,0522,['0522']
P0510,9.0,76410,['76410']
J312,9.0,4721,['4721']
A8101,9.0,04611,['04611']
E783,9.0,2723,['2723']
M2580,9.0,71980,['71980']
D530,9.0,2814,['2814']
D044,9.0,2324,['2324']
G511,9.0,3511,['3511']
O032,9.0,63461,['63461']
L568,9.0,69279,['69279']
P000,9.0,7600,['7600']
C8384,9.0,20084,['20054' '20084']
M5145,9.0,72231,['72231']
K4141,9.0,55101,['55101']
A305,9.0,0300,['0300']
R7302,9.0,79022,['79022']
R41840,9.0,79951,['79951']
C8175,9.0,20125,['20105' '20115' '20125']
A545,9.0,0986,['0986']
Z591,9.0,V601,['V601']
B602,8.0,13629,['13629']
S60829A,8.0,9132,['9132']
S52529A,8.0,81345,['81345']
A57,8.0,0990,['0990']
S12601B,8.0,80517,['80517']
I69949,8.0,43840,['43840']
H47039,8.0,37743,['37743']
H43399,8.0,37924,['37924']
O879,8.0,67194,['67192' '67194']
A362,8.0,0323,['0323']
H9012,8.0,38908,['38901' '38902' '38903' '38904' '38905' '38908']
Z2239,8.0,V0259,['V0259']
A073,8.0,0072,['0072']
D3A023,8.0,20954,['20954']
P0513,8.0,76413,['76413']
A753,8.0,0812,['0812']
Z042,8.0,V713,['V713']
G4713,8.0,32713,['32713']
A839,8.0,0629,['0629']
P040,8.0,7635,['7635']
Z9981,8.0,V462,['V462']
T80919A,8.0,99983,['99983']
Z590,8.0,V600,['V600']
G4720,8.0,32730,['32730']
H548,8.0,3694,['3694']
M5402,8.0,7236,['7236']
N94819,8.0,62570,['62570']
M1189,8.0,71289,['71289']
Q103,8.0,74369,['74362' '74363' '74369']
C9011,8.0,20311,['20311']
H189,8.0,3719,['3719']
D72822,8.0,28864,['28864']
I775,8.0,4475,['4475']
E531,8.0,2661,['2661']
P015,8.0,7615,['7615']
J3081,8.0,4772,['4772']
H9072,8.0,38921,['38921']
Q992,8.0,75983,['75983']
I423,8.0,4250,['4250']
H5089,8.0,37873,['37873']
N881,8.0,6223,['6223']
S242XXA,8.0,9531,['9531']
R87623,8.0,79514,['79514']
R0481,8.0,78631,['78631']
P0514,8.0,76414,['76414']
B880,8.0,1338,['1338']
A750,8.0,080,['080']
Q223,8.0,74600,['74600']
C173,8.0,1523,['1523']
L608,8.0,7038,['7038']
A94,8.0,0669,['0669']
Z833,8.0,V180,['V180']
O0384,8.0,63422,['63420' '63422']
C4499,8.0,17399,['17399']
B359,8.0,1109,['1109']
C110,8.0,1470,['1470']
D023,8.0,2318,['2318']
Z982,8.0,V452,['V452']
C464,8.0,1763,['1763']
C003,8.0,1403,['1403']
S3422XA,7.0,9533,['9533']
A1810,7.0,01690,['01690']
C469,7.0,1769,['1769']
C399,7.0,1659,['1658' '1659']
M9901,7.0,7391,['7391']
C8316,7.0,20046,['20046']
S23428A,7.0,84849,['84849']
B360,7.0,1110,['1110']
H900,7.0,38908,['38901' '38902' '38903' '38904' '38906' '38908']
Q5562,7.0,75264,['75264']
B260,7.0,0720,['0720']
